n,instance,algorithm,epsilon,optimal_value,value,weight,ratio,error_percent,runtime_ms
20,1,EXACT,NA,808,808,322,1.000000,0.000000,1.284000
20,1,GREEDY,NA,808,786,302,0.972772,2.722772,4.379625
20,1,FPTAS,0.50,808,808,322,1.000000,0.000000,0.974542
20,1,FPTAS,0.20,808,808,322,1.000000,0.000000,1.294166
20,1,FPTAS,0.10,808,808,322,1.000000,0.000000,2.572583
20,1,FPTAS,0.05,808,808,322,1.000000,0.000000,3.114958
20,1,FPTAS,0.01,808,808,322,1.000000,0.000000,3.625958
20,2,EXACT,NA,624,624,514,1.000000,0.000000,0.981375
20,2,GREEDY,NA,624,620,494,0.993590,0.641026,0.033667
20,2,FPTAS,0.50,624,624,514,1.000000,0.000000,1.372459
20,2,FPTAS,0.20,624,624,514,1.000000,0.000000,0.462041
20,2,FPTAS,0.10,624,624,514,1.000000,0.000000,0.200542
20,2,FPTAS,0.05,624,624,514,1.000000,0.000000,0.433042
20,2,FPTAS,0.01,624,624,514,1.000000,0.000000,1.795875
20,3,EXACT,NA,951,951,313,1.000000,0.000000,0.586000
20,3,GREEDY,NA,951,951,313,1.000000,0.000000,0.030292
20,3,FPTAS,0.50,951,951,313,1.000000,0.000000,0.101667
20,3,FPTAS,0.20,951,951,313,1.000000,0.000000,0.155750
20,3,FPTAS,0.10,951,951,313,1.000000,0.000000,0.287500
20,3,FPTAS,0.05,951,951,313,1.000000,0.000000,0.648167
20,3,FPTAS,0.01,951,951,313,1.000000,0.000000,2.540000
20,4,EXACT,NA,500,500,336,1.000000,0.000000,0.556917
20,4,GREEDY,NA,500,492,327,0.984000,1.600000,0.029917
20,4,FPTAS,0.50,500,500,336,1.000000,0.000000,0.528750
20,4,FPTAS,0.20,500,500,336,1.000000,0.000000,0.373167
20,4,FPTAS,0.10,500,500,336,1.000000,0.000000,0.208500
20,4,FPTAS,0.05,500,500,336,1.000000,0.000000,0.387709
20,4,FPTAS,0.01,500,500,336,1.000000,0.000000,1.963125
20,5,EXACT,NA,841,841,419,1.000000,0.000000,0.637958
20,5,GREEDY,NA,841,830,409,0.986920,1.307967,0.038125
20,5,FPTAS,0.50,841,841,419,1.000000,0.000000,0.102250
20,5,FPTAS,0.20,841,841,419,1.000000,0.000000,0.178959
20,5,FPTAS,0.10,841,841,419,1.000000,0.000000,0.317125
20,5,FPTAS,0.05,841,841,419,1.000000,0.000000,0.628750
20,5,FPTAS,0.01,841,841,419,1.000000,0.000000,3.088084
20,6,EXACT,NA,809,809,422,1.000000,0.000000,0.746875
20,6,GREEDY,NA,809,808,401,0.998764,0.123609,0.273084
20,6,FPTAS,0.50,809,809,440,1.000000,0.000000,1.937958
20,6,FPTAS,0.20,809,809,422,1.000000,0.000000,0.986209
20,6,FPTAS,0.10,809,809,422,1.000000,0.000000,0.524917
20,6,FPTAS,0.05,809,809,422,1.000000,0.000000,0.923375
20,6,FPTAS,0.01,809,809,422,1.000000,0.000000,3.019417
20,7,EXACT,NA,642,642,503,1.000000,0.000000,0.767208
20,7,GREEDY,NA,642,642,503,1.000000,0.000000,0.021583
20,7,FPTAS,0.50,642,642,503,1.000000,0.000000,0.063000
20,7,FPTAS,0.20,642,642,503,1.000000,0.000000,0.121625
20,7,FPTAS,0.10,642,642,503,1.000000,0.000000,0.236791
20,7,FPTAS,0.05,642,642,503,1.000000,0.000000,0.454334
20,7,FPTAS,0.01,642,642,503,1.000000,0.000000,1.960125
20,8,EXACT,NA,824,824,332,1.000000,0.000000,0.518583
20,8,GREEDY,NA,824,824,332,1.000000,0.000000,0.015541
20,8,FPTAS,0.50,824,824,332,1.000000,0.000000,0.071083
20,8,FPTAS,0.20,824,824,332,1.000000,0.000000,0.166417
20,8,FPTAS,0.10,824,824,332,1.000000,0.000000,0.301083
20,8,FPTAS,0.05,824,824,332,1.000000,0.000000,0.591167
20,8,FPTAS,0.01,824,824,332,1.000000,0.000000,2.643708
20,9,EXACT,NA,816,816,358,1.000000,0.000000,1.257667
20,9,GREEDY,NA,816,816,358,1.000000,0.000000,0.030167
20,9,FPTAS,0.50,816,816,358,1.000000,0.000000,0.058416
20,9,FPTAS,0.20,816,816,358,1.000000,0.000000,0.133458
20,9,FPTAS,0.10,816,816,358,1.000000,0.000000,0.263625
20,9,FPTAS,0.05,816,816,358,1.000000,0.000000,0.507042
20,9,FPTAS,0.01,816,816,358,1.000000,0.000000,12.504417
20,10,EXACT,NA,854,854,378,1.000000,0.000000,1.121166
20,10,GREEDY,NA,854,854,378,1.000000,0.000000,0.093500
20,10,FPTAS,0.50,854,854,378,1.000000,0.000000,0.260958
20,10,FPTAS,0.20,854,854,378,1.000000,0.000000,0.158875
20,10,FPTAS,0.10,854,854,378,1.000000,0.000000,0.314333
20,10,FPTAS,0.05,854,854,378,1.000000,0.000000,0.679625
20,10,FPTAS,0.01,854,854,378,1.000000,0.000000,2.624083
20,11,EXACT,NA,717,717,370,1.000000,0.000000,0.250500
20,11,GREEDY,NA,717,697,351,0.972106,2.789400,0.018625
20,11,FPTAS,0.50,717,716,365,0.998605,0.139470,0.065666
20,11,FPTAS,0.20,717,717,370,1.000000,0.000000,0.148583
20,11,FPTAS,0.10,717,717,370,1.000000,0.000000,0.256500
20,11,FPTAS,0.05,717,717,370,1.000000,0.000000,0.636209
20,11,FPTAS,0.01,717,717,370,1.000000,0.000000,2.644125
20,12,EXACT,NA,687,687,446,1.000000,0.000000,0.202417
20,12,GREEDY,NA,687,687,446,1.000000,0.000000,0.023208
20,12,FPTAS,0.50,687,687,446,1.000000,0.000000,2.548833
20,12,FPTAS,0.20,687,687,446,1.000000,0.000000,0.604542
20,12,FPTAS,0.10,687,687,446,1.000000,0.000000,0.586167
20,12,FPTAS,0.05,687,687,446,1.000000,0.000000,0.608459
20,12,FPTAS,0.01,687,687,446,1.000000,0.000000,2.306500
20,13,EXACT,NA,654,654,429,1.000000,0.000000,0.154250
20,13,GREEDY,NA,654,649,420,0.992355,0.764526,0.016208
20,13,FPTAS,0.50,654,654,429,1.000000,0.000000,0.064125
20,13,FPTAS,0.20,654,654,429,1.000000,0.000000,0.129958
20,13,FPTAS,0.10,654,654,429,1.000000,0.000000,0.255583
20,13,FPTAS,0.05,654,654,429,1.000000,0.000000,0.513458
20,13,FPTAS,0.01,654,654,429,1.000000,0.000000,2.267000
20,14,EXACT,NA,806,806,337,1.000000,0.000000,0.250500
20,14,GREEDY,NA,806,806,337,1.000000,0.000000,0.016000
20,14,FPTAS,0.50,806,804,336,0.997519,0.248139,0.064375
20,14,FPTAS,0.20,806,806,337,1.000000,0.000000,0.163125
20,14,FPTAS,0.10,806,806,337,1.000000,0.000000,0.304917
20,14,FPTAS,0.05,806,806,337,1.000000,0.000000,0.599333
20,14,FPTAS,0.01,806,806,337,1.000000,0.000000,2.709500
20,15,EXACT,NA,796,796,373,1.000000,0.000000,0.034917
20,15,GREEDY,NA,796,779,341,0.978643,2.135678,0.118416
20,15,FPTAS,0.50,796,796,373,1.000000,0.000000,0.068000
20,15,FPTAS,0.20,796,796,373,1.000000,0.000000,0.185375
20,15,FPTAS,0.10,796,796,373,1.000000,0.000000,0.542958
20,15,FPTAS,0.05,796,796,373,1.000000,0.000000,0.793458
20,15,FPTAS,0.01,796,796,373,1.000000,0.000000,2.915375
20,16,EXACT,NA,641,641,427,1.000000,0.000000,0.213208
20,16,GREEDY,NA,641,634,424,0.989080,1.092044,0.025375
20,16,FPTAS,0.50,641,641,427,1.000000,0.000000,0.072542
20,16,FPTAS,0.20,641,641,427,1.000000,0.000000,0.146291
20,16,FPTAS,0.10,641,641,427,1.000000,0.000000,0.283417
20,16,FPTAS,0.05,641,641,427,1.000000,0.000000,0.564916
20,16,FPTAS,0.01,641,641,427,1.000000,0.000000,2.179959
20,17,EXACT,NA,599,599,413,1.000000,0.000000,0.111000
20,17,GREEDY,NA,599,582,407,0.971619,2.838063,0.014125
20,17,FPTAS,0.50,599,599,413,1.000000,0.000000,0.214833
20,17,FPTAS,0.20,599,599,413,1.000000,0.000000,0.236666
20,17,FPTAS,0.10,599,599,413,1.000000,0.000000,0.201792
20,17,FPTAS,0.05,599,599,413,1.000000,0.000000,0.357750
20,17,FPTAS,0.01,599,599,413,1.000000,0.000000,1.617917
20,18,EXACT,NA,685,685,470,1.000000,0.000000,0.064916
20,18,GREEDY,NA,685,655,430,0.956204,4.379562,0.024833
20,18,FPTAS,0.50,685,685,470,1.000000,0.000000,0.132750
20,18,FPTAS,0.20,685,685,470,1.000000,0.000000,0.158208
20,18,FPTAS,0.10,685,685,470,1.000000,0.000000,0.219792
20,18,FPTAS,0.05,685,685,470,1.000000,0.000000,0.400125
20,18,FPTAS,0.01,685,685,470,1.000000,0.000000,1.727125
20,19,EXACT,NA,753,753,433,1.000000,0.000000,0.040791
20,19,GREEDY,NA,753,748,420,0.993360,0.664011,0.015125
20,19,FPTAS,0.50,753,753,433,1.000000,0.000000,0.139833
20,19,FPTAS,0.20,753,753,433,1.000000,0.000000,0.151292
20,19,FPTAS,0.10,753,753,433,1.000000,0.000000,0.226917
20,19,FPTAS,0.05,753,753,433,1.000000,0.000000,0.443166
20,19,FPTAS,0.01,753,753,433,1.000000,0.000000,2.091750
20,20,EXACT,NA,789,789,435,1.000000,0.000000,0.040125
20,20,GREEDY,NA,789,789,435,1.000000,0.000000,0.015791
20,20,FPTAS,0.50,789,789,435,1.000000,0.000000,0.118000
20,20,FPTAS,0.20,789,789,435,1.000000,0.000000,0.134667
20,20,FPTAS,0.10,789,789,435,1.000000,0.000000,0.236250
20,20,FPTAS,0.05,789,789,435,1.000000,0.000000,0.438542
20,20,FPTAS,0.01,789,789,435,1.000000,0.000000,1.907084
20,21,EXACT,NA,570,570,342,1.000000,0.000000,0.037084
20,21,GREEDY,NA,570,570,342,1.000000,0.000000,0.016792
20,21,FPTAS,0.50,570,570,342,1.000000,0.000000,0.125833
20,21,FPTAS,0.20,570,570,342,1.000000,0.000000,0.141958
20,21,FPTAS,0.10,570,570,342,1.000000,0.000000,0.242667
20,21,FPTAS,0.05,570,570,342,1.000000,0.000000,0.448792
20,21,FPTAS,0.01,570,570,342,1.000000,0.000000,1.957541
20,22,EXACT,NA,669,669,441,1.000000,0.000000,0.044584
20,22,GREEDY,NA,669,669,441,1.000000,0.000000,0.028916
20,22,FPTAS,0.50,669,669,441,1.000000,0.000000,0.141834
20,22,FPTAS,0.20,669,669,441,1.000000,0.000000,0.137459
20,22,FPTAS,0.10,669,669,441,1.000000,0.000000,0.315250
20,22,FPTAS,0.05,669,669,441,1.000000,0.000000,0.427584
20,22,FPTAS,0.01,669,669,441,1.000000,0.000000,1.861500
