n,instance,algorithm,epsilon,optimal_value,value,weight,ratio,error_percent,runtime_ms
250,23,FPTAS,0.50,5411,5411,5256,1.000000,0.000000,18.189041
250,23,FPTAS,0.20,5411,5411,5256,1.000000,0.000000,49.648708
250,23,FPTAS,0.10,5411,5411,5256,1.000000,0.000000,92.487583
250,23,FPTAS,0.05,5411,5411,5256,1.000000,0.000000,182.302417
250,23,FPTAS,0.01,5411,5411,5256,1.000000,0.000000,876.311458
250,24,EXACT,NA,5154,5154,4996,1.000000,0.000000,0.947834
250,24,GREEDY,NA,5154,5143,4985,0.997866,0.213426,0.784000
250,24,FPTAS,0.50,5154,5154,4996,1.000000,0.000000,17.303292
250,24,FPTAS,0.20,5154,5154,4996,1.000000,0.000000,47.325625
250,24,FPTAS,0.10,5154,5154,4996,1.000000,0.000000,87.972333
250,24,FPTAS,0.05,5154,5154,4996,1.000000,0.000000,174.034833
250,24,FPTAS,0.01,5154,5154,4996,1.000000,0.000000,832.783709
250,25,EXACT,NA,5286,5286,5129,1.000000,0.000000,0.985417
250,25,GREEDY,NA,5286,5260,5103,0.995081,0.491865,0.755667
250,25,FPTAS,0.50,5286,5286,5129,1.000000,0.000000,17.839500
250,25,FPTAS,0.20,5286,5286,5129,1.000000,0.000000,51.286208
250,25,FPTAS,0.10,5286,5286,5129,1.000000,0.000000,95.201542
250,25,FPTAS,0.05,5286,5286,5129,1.000000,0.000000,184.374042
250,25,FPTAS,0.01,5286,5286,5129,1.000000,0.000000,860.748708
250,26,EXACT,NA,5244,5244,5089,1.000000,0.000000,0.959500
250,26,GREEDY,NA,5244,5234,5079,0.998093,0.190694,1.085875
250,26,FPTAS,0.50,5244,5244,5089,1.000000,0.000000,18.695250
250,26,FPTAS,0.20,5244,5244,5089,1.000000,0.000000,48.171750
250,26,FPTAS,0.10,5244,5244,5089,1.000000,0.000000,89.979833
250,26,FPTAS,0.05,5244,5244,5089,1.000000,0.000000,178.060458
250,26,FPTAS,0.01,5244,5244,5089,1.000000,0.000000,847.963292
250,27,EXACT,NA,5185,5185,5028,1.000000,0.000000,0.956542
250,27,GREEDY,NA,5185,5134,4977,0.990164,0.983607,0.942667
250,27,FPTAS,0.50,5185,5185,5028,1.000000,0.000000,17.393083
250,27,FPTAS,0.20,5185,5185,5028,1.000000,0.000000,49.495459
250,27,FPTAS,0.10,5185,5185,5028,1.000000,0.000000,92.580833
250,27,FPTAS,0.05,5185,5185,5028,1.000000,0.000000,180.783666
250,27,FPTAS,0.01,5185,5185,5028,1.000000,0.000000,844.446916
250,28,EXACT,NA,5484,5484,5330,1.000000,0.000000,1.013208
250,28,GREEDY,NA,5484,5434,5280,0.990883,0.911743,0.769208
250,28,FPTAS,0.50,5484,5484,5330,1.000000,0.000000,19.394792
250,28,FPTAS,0.20,5484,5484,5330,1.000000,0.000000,52.738625
250,28,FPTAS,0.10,5484,5484,5330,1.000000,0.000000,94.200750
250,28,FPTAS,0.05,5484,5484,5330,1.000000,0.000000,187.214375
250,28,FPTAS,0.01,5484,5484,5330,1.000000,0.000000,883.307583
250,29,EXACT,NA,5113,5113,4955,1.000000,0.000000,0.956041
250,29,GREEDY,NA,5113,5059,4901,0.989439,1.056131,0.878167
250,29,FPTAS,0.50,5113,5113,4955,1.000000,0.000000,17.075375
250,29,FPTAS,0.20,5113,5113,4955,1.000000,0.000000,47.265791
250,29,FPTAS,0.10,5113,5113,4955,1.000000,0.000000,79.586917
250,29,FPTAS,0.05,5113,5113,4955,1.000000,0.000000,161.382042
250,29,FPTAS,0.01,5113,5113,4955,1.000000,0.000000,810.498417
250,30,EXACT,NA,5131,5131,4974,1.000000,0.000000,0.951833
250,30,GREEDY,NA,5131,5070,4913,0.988111,1.188852,1.454708
250,30,FPTAS,0.50,5131,5131,4974,1.000000,0.000000,15.613833
250,30,FPTAS,0.20,5131,5131,4974,1.000000,0.000000,47.687375
250,30,FPTAS,0.10,5131,5131,4974,1.000000,0.000000,82.051791
250,30,FPTAS,0.05,5131,5131,4974,1.000000,0.000000,162.237333
250,30,FPTAS,0.01,5131,5131,4974,1.000000,0.000000,813.809958
